label,n_points,file
2,79,valve_0070_lidar_classes.ply
3,800,valve_0070_lidar_classes.ply
4,113,valve_0070_lidar_classes.ply
5,1097,valve_0070_lidar_classes.ply
6,994,valve_0070_lidar_classes.ply
7,479,valve_0070_lidar_classes.ply
8,680,valve_0070_lidar_classes.ply
9,2937,valve_0070_lidar_classes.ply
0,727,valve_0071_lidar_classes.ply
1,144,valve_0071_lidar_classes.ply
2,73,valve_0071_lidar_classes.ply
3,645,valve_0071_lidar_classes.ply
4,73,valve_0071_lidar_classes.ply
5,914,valve_0071_lidar_classes.ply
6,631,valve_0071_lidar_classes.ply
7,418,valve_0071_lidar_classes.ply
8,686,valve_0071_lidar_classes.ply
9,2534,valve_0071_lidar_classes.ply
0,395,valve_0072_lidar_classes.ply
1,148,valve_0072_lidar_classes.ply
2,74,valve_0072_lidar_classes.ply
3,539,valve_0072_lidar_classes.ply
4,53,valve_0072_lidar_classes.ply
5,907,valve_0072_lidar_classes.ply
6,623,valve_0072_lidar_classes.ply
7,392,valve_0072_lidar_classes.ply
8,627,valve_0072_lidar_classes.ply
9,2795,valve_0072_lidar_classes.ply
0,738,valve_0073_lidar_classes.ply
1,246,valve_0073_lidar_classes.ply
2,89,valve_0073_lidar_classes.ply
3,804,valve_0073_lidar_classes.ply
4,139,valve_0073_lidar_classes.ply
5,1358,valve_0073_lidar_classes.ply
6,925,valve_0073_lidar_classes.ply
7,531,valve_0073_lidar_classes.ply
8,812,valve_0073_lidar_classes.ply
9,2721,valve_0073_lidar_classes.ply
0,652,valve_0074_lidar_classes.ply
1,200,valve_0074_lidar_classes.ply
2,96,valve_0074_lidar_classes.ply
3,764,valve_0074_lidar_classes.ply
4,90,valve_0074_lidar_classes.ply
5,1108,valve_0074_lidar_classes.ply
6,498,valve_0074_lidar_classes.ply
7,450,valve_0074_lidar_classes.ply
8,730,valve_0074_lidar_classes.ply
9,3346,valve_0074_lidar_classes.ply
0,664,valve_0075_lidar_classes.ply
1,210,valve_0075_lidar_classes.ply
2,91,valve_0075_lidar_classes.ply
3,741,valve_0075_lidar_classes.ply
4,97,valve_0075_lidar_classes.ply
5,1148,valve_0075_lidar_classes.ply
6,471,valve_0075_lidar_classes.ply
7,409,valve_0075_lidar_classes.ply
8,742,valve_0075_lidar_classes.ply
9,3305,valve_0075_lidar_classes.ply
0,770,valve_0076_lidar_classes.ply
1,172,valve_0076_lidar_classes.ply
2,91,valve_0076_lidar_classes.ply
3,671,valve_0076_lidar_classes.ply
4,89,valve_0076_lidar_classes.ply
5,1070,valve_0076_lidar_classes.ply
6,425,valve_0076_lidar_classes.ply
7,471,valve_0076_lidar_classes.ply
8,731,valve_0076_lidar_classes.ply
9,3080,valve_0076_lidar_classes.ply
0,662,valve_0077_lidar_classes.ply
1,187,valve_0077_lidar_classes.ply
2,92,valve_0077_lidar_classes.ply
3,760,valve_0077_lidar_classes.ply
4,100,valve_0077_lidar_classes.ply
5,1136,valve_0077_lidar_classes.ply
6,463,valve_0077_lidar_classes.ply
7,391,valve_0077_lidar_classes.ply
8,884,valve_0077_lidar_classes.ply
9,3229,valve_0077_lidar_classes.ply
0,680,valve_0078_lidar_classes.ply
1,220,valve_0078_lidar_classes.ply
2,85,valve_0078_lidar_classes.ply
3,777,valve_0078_lidar_classes.ply
4,90,valve_0078_lidar_classes.ply
5,1159,valve_0078_lidar_classes.ply
6,454,valve_0078_lidar_classes.ply
7,425,valve_0078_lidar_classes.ply
8,728,valve_0078_lidar_classes.ply
9,3468,valve_0078_lidar_classes.ply
0,747,valve_0079_lidar_classes.ply
1,180,valve_0079_lidar_classes.ply
2,73,valve_0079_lidar_classes.ply
3,676,valve_0079_lidar_classes.ply
4,73,valve_0079_lidar_classes.ply
5,1053,valve_0079_lidar_classes.ply
6,746,valve_0079_lidar_classes.ply
7,402,valve_0079_lidar_classes.ply
8,652,valve_0079_lidar_classes.ply
9,2396,valve_0079_lidar_classes.ply
0,659,valve_0080_lidar_classes.ply
1,188,valve_0080_lidar_classes.ply
2,90,valve_0080_lidar_classes.ply
3,749,valve_0080_lidar_classes.ply
4,109,valve_0080_lidar_classes.ply
5,1107,valve_0080_lidar_classes.ply
6,897,valve_0080_lidar_classes.ply
7,483,valve_0080_lidar_classes.ply
8,750,valve_0080_lidar_classes.ply
9,2861,valve_0080_lidar_classes.ply
0,647,valve_0081_lidar_classes.ply
1,214,valve_0081_lidar_classes.ply
2,103,valve_0081_lidar_classes.ply
3,749,valve_0081_lidar_classes.ply
4,88,valve_0081_lidar_classes.ply
5,1220,valve_0081_lidar_classes.ply
6,470,valve_0081_lidar_classes.ply
7,425,valve_0081_lidar_classes.ply
8,855,valve_0081_lidar_classes.ply
9,3145,valve_0081_lidar_classes.ply
0,779,valve_0082_lidar_classes.ply
1,152,valve_0082_lidar_classes.ply
2,70,valve_0082_lidar_classes.ply
3,431,valve_0082_lidar_classes.ply
4,56,valve_0082_lidar_classes.ply
5,934,valve_0082_lidar_classes.ply
6,275,valve_0082_lidar_classes.ply
7,485,valve_0082_lidar_classes.ply
8,804,valve_0082_lidar_classes.ply
9,2987,valve_0082_lidar_classes.ply
0,675,valve_0083_lidar_classes.ply
1,205,valve_0083_lidar_classes.ply
2,87,valve_0083_lidar_classes.ply
3,788,valve_0083_lidar_classes.ply
4,115,valve_0083_lidar_classes.ply
5,1206,valve_0083_lidar_classes.ply
6,469,valve_0083_lidar_classes.ply
7,445,valve_0083_lidar_classes.ply
8,844,valve_0083_lidar_classes.ply
9,3402,valve_0083_lidar_classes.ply
0,713,valve_0084_lidar_classes.ply
1,209,valve_0084_lidar_classes.ply
2,100,valve_0084_lidar_classes.ply
3,776,valve_0084_lidar_classes.ply
4,88,valve_0084_lidar_classes.ply
5,1143,valve_0084_lidar_classes.ply
6,488,valve_0084_lidar_classes.ply
7,463,valve_0084_lidar_classes.ply
8,696,valve_0084_lidar_classes.ply
9,3466,valve_0084_lidar_classes.ply
0,651,valve_0085_lidar_classes.ply
1,219,valve_0085_lidar_classes.ply
2,95,valve_0085_lidar_classes.ply
3,748,valve_0085_lidar_classes.ply
4,58,valve_0085_lidar_classes.ply
5,1105,valve_0085_lidar_classes.ply
6,472,valve_0085_lidar_classes.ply
7,452,valve_0085_lidar_classes.ply
8,627,valve_0085_lidar_classes.ply
9,3555,valve_0085_lidar_classes.ply
0,899,valve_0086_lidar_classes.ply
1,213,valve_0086_lidar_classes.ply
2,74,valve_0086_lidar_classes.ply
3,687,valve_0086_lidar_classes.ply
4,88,valve_0086_lidar_classes.ply
5,1147,valve_0086_lidar_classes.ply
6,969,valve_0086_lidar_classes.ply
7,462,valve_0086_lidar_classes.ply
8,767,valve_0086_lidar_classes.ply
9,2340,valve_0086_lidar_classes.ply
0,634,valve_0087_lidar_classes.ply
1,176,valve_0087_lidar_classes.ply
2,97,valve_0087_lidar_classes.ply
3,770,valve_0087_lidar_classes.ply
4,116,valve_0087_lidar_classes.ply
5,1255,valve_0087_lidar_classes.ply
6,489,valve_0087_lidar_classes.ply
7,495,valve_0087_lidar_classes.ply
8,833,valve_0087_lidar_classes.ply
9,3199,valve_0087_lidar_classes.ply
0,905,valve_0088_lidar_classes.ply
1,207,valve_0088_lidar_classes.ply
2,68,valve_0088_lidar_classes.ply
3,741,valve_0088_lidar_classes.ply
4,85,valve_0088_lidar_classes.ply
5,1107,valve_0088_lidar_classes.ply
6,978,valve_0088_lidar_classes.ply
7,480,valve_0088_lidar_classes.ply
8,613,valve_0088_lidar_classes.ply
9,3097,valve_0088_lidar_classes.ply
0,762,valve_0089_lidar_classes.ply
1,114,valve_0089_lidar_classes.ply
2,59,valve_0089_lidar_classes.ply
3,473,valve_0089_lidar_classes.ply
4,64,valve_0089_lidar_classes.ply
5,912,valve_0089_lidar_classes.ply
6,318,valve_0089_lidar_classes.ply
7,418,valve_0089_lidar_classes.ply
8,637,valve_0089_lidar_classes.ply
9,2987,valve_0089_lidar_classes.ply
0,720,valve_0090_lidar_classes.ply
1,149,valve_0090_lidar_classes.ply
2,59,valve_0090_lidar_classes.ply
3,464,valve_0090_lidar_classes.ply
4,86,valve_0090_lidar_classes.ply
5,881,valve_0090_lidar_classes.ply
6,274,valve_0090_lidar_classes.ply
7,409,valve_0090_lidar_classes.ply
8,773,valve_0090_lidar_classes.ply
9,2839,valve_0090_lidar_classes.ply
0,549,valve_0091_lidar_classes.ply
1,145,valve_0091_lidar_classes.ply
2,75,valve_0091_lidar_classes.ply
3,598,valve_0091_lidar_classes.ply
4,57,valve_0091_lidar_classes.ply
5,850,valve_0091_lidar_classes.ply
6,617,valve_0091_lidar_classes.ply
7,384,valve_0091_lidar_classes.ply
8,678,valve_0091_lidar_classes.ply
9,2618,valve_0091_lidar_classes.ply
0,636,valve_0092_lidar_classes.ply
1,196,valve_0092_lidar_classes.ply
2,102,valve_0092_lidar_classes.ply
3,794,valve_0092_lidar_classes.ply
4,120,valve_0092_lidar_classes.ply
5,1329,valve_0092_lidar_classes.ply
6,445,valve_0092_lidar_classes.ply
7,472,valve_0092_lidar_classes.ply
8,905,valve_0092_lidar_classes.ply
9,3229,valve_0092_lidar_classes.ply
0,598,valve_0093_lidar_classes.ply
1,175,valve_0093_lidar_classes.ply
2,73,valve_0093_lidar_classes.ply
3,712,valve_0093_lidar_classes.ply
4,101,valve_0093_lidar_classes.ply
5,1115,valve_0093_lidar_classes.ply
6,465,valve_0093_lidar_classes.ply
7,406,valve_0093_lidar_classes.ply
8,819,valve_0093_lidar_classes.ply
9,3020,valve_0093_lidar_classes.ply
0,725,valve_0094_lidar_classes.ply
1,220,valve_0094_lidar_classes.ply
2,97,valve_0094_lidar_classes.ply
3,824,valve_0094_lidar_classes.ply
4,82,valve_0094_lidar_classes.ply
5,1184,valve_0094_lidar_classes.ply
6,1075,valve_0094_lidar_classes.ply
7,518,valve_0094_lidar_classes.ply
8,786,valve_0094_lidar_classes.ply
9,3192,valve_0094_lidar_classes.ply
0,848,valve_0095_lidar_classes.ply
1,171,valve_0095_lidar_classes.ply
2,96,valve_0095_lidar_classes.ply
3,638,valve_0095_lidar_classes.ply
4,98,valve_0095_lidar_classes.ply
5,1047,valve_0095_lidar_classes.ply
6,426,valve_0095_lidar_classes.ply
7,412,valve_0095_lidar_classes.ply
8,688,valve_0095_lidar_classes.ply
9,3299,valve_0095_lidar_classes.ply
0,682,valve_0096_lidar_classes.ply
1,143,valve_0096_lidar_classes.ply
2,80,valve_0096_lidar_classes.ply
3,646,valve_0096_lidar_classes.ply
4,62,valve_0096_lidar_classes.ply
5,885,valve_0096_lidar_classes.ply
6,697,valve_0096_lidar_classes.ply
7,406,valve_0096_lidar_classes.ply
8,670,valve_0096_lidar_classes.ply
9,2733,valve_0096_lidar_classes.ply
0,873,valve_0097_lidar_classes.ply
1,206,valve_0097_lidar_classes.ply
2,74,valve_0097_lidar_classes.ply
3,677,valve_0097_lidar_classes.ply
4,82,valve_0097_lidar_classes.ply
5,849,valve_0097_lidar_classes.ply
6,997,valve_0097_lidar_classes.ply
7,483,valve_0097_lidar_classes.ply
8,706,valve_0097_lidar_classes.ply
9,2699,valve_0097_lidar_classes.ply
0,831,valve_0098_lidar_classes.ply
1,248,valve_0098_lidar_classes.ply
2,92,valve_0098_lidar_classes.ply
3,775,valve_0098_lidar_classes.ply
4,110,valve_0098_lidar_classes.ply
5,1141,valve_0098_lidar_classes.ply
6,985,valve_0098_lidar_classes.ply
7,466,valve_0098_lidar_classes.ply
8,658,valve_0098_lidar_classes.ply
9,3147,valve_0098_lidar_classes.ply
0,367,valve_0099_lidar_classes.ply
1,156,valve_0099_lidar_classes.ply
2,81,valve_0099_lidar_classes.ply
3,550,valve_0099_lidar_classes.ply
4,52,valve_0099_lidar_classes.ply
5,842,valve_0099_lidar_classes.ply
6,659,valve_0099_lidar_classes.ply
7,404,valve_0099_lidar_classes.ply
8,586,valve_0099_lidar_classes.ply
9,2962,valve_0099_lidar_classes.ply
0,573,valve_0100_lidar_classes.ply
1,183,valve_0100_lidar_classes.ply
2,76,valve_0100_lidar_classes.ply
3,656,valve_0100_lidar_classes.ply
4,76,valve_0100_lidar_classes.ply
5,1091,valve_0100_lidar_classes.ply
6,492,valve_0100_lidar_classes.ply
7,438,valve_0100_lidar_classes.ply
8,708,valve_0100_lidar_classes.ply
9,3145,valve_0100_lidar_classes.ply
0,835,valve_0101_lidar_classes.ply
1,171,valve_0101_lidar_classes.ply
2,83,valve_0101_lidar_classes.ply
3,657,valve_0101_lidar_classes.ply
4,95,valve_0101_lidar_classes.ply
5,1278,valve_0101_lidar_classes.ply
6,365,valve_0101_lidar_classes.ply
7,433,valve_0101_lidar_classes.ply
8,754,valve_0101_lidar_classes.ply
9,2876,valve_0101_lidar_classes.ply
0,598,valve_0102_lidar_classes.ply
1,184,valve_0102_lidar_classes.ply
2,67,valve_0102_lidar_classes.ply
3,659,valve_0102_lidar_classes.ply
4,84,valve_0102_lidar_classes.ply
5,1119,valve_0102_lidar_classes.ply
6,502,valve_0102_lidar_classes.ply
7,377,valve_0102_lidar_classes.ply
8,758,valve_0102_lidar_classes.ply
9,3056,valve_0102_lidar_classes.ply
0,844,valve_0103_lidar_classes.ply
1,188,valve_0103_lidar_classes.ply
2,88,valve_0103_lidar_classes.ply
3,623,valve_0103_lidar_classes.ply
4,64,valve_0103_lidar_classes.ply
5,1102,valve_0103_lidar_classes.ply
6,414,valve_0103_lidar_classes.ply
7,419,valve_0103_lidar_classes.ply
8,759,valve_0103_lidar_classes.ply
9,2897,valve_0103_lidar_classes.ply
0,930,valve_0104_lidar_classes.ply
1,153,valve_0104_lidar_classes.ply
2,71,valve_0104_lidar_classes.ply
3,521,valve_0104_lidar_classes.ply
4,62,valve_0104_lidar_classes.ply
5,902,valve_0104_lidar_classes.ply
6,429,valve_0104_lidar_classes.ply
7,462,valve_0104_lidar_classes.ply
8,681,valve_0104_lidar_classes.ply
9,3179,valve_0104_lidar_classes.ply
0,830,valve_0105_lidar_classes.ply
1,190,valve_0105_lidar_classes.ply
2,75,valve_0105_lidar_classes.ply
3,704,valve_0105_lidar_classes.ply
4,83,valve_0105_lidar_classes.ply
5,880,valve_0105_lidar_classes.ply
6,841,valve_0105_lidar_classes.ply
7,436,valve_0105_lidar_classes.ply
8,672,valve_0105_lidar_classes.ply
9,2655,valve_0105_lidar_classes.ply
0,604,valve_0106_lidar_classes.ply
1,153,valve_0106_lidar_classes.ply
2,76,valve_0106_lidar_classes.ply
3,615,valve_0106_lidar_classes.ply
4,110,valve_0106_lidar_classes.ply
5,911,valve_0106_lidar_classes.ply
6,875,valve_0106_lidar_classes.ply
7,437,valve_0106_lidar_classes.ply
8,648,valve_0106_lidar_classes.ply
9,2799,valve_0106_lidar_classes.ply
0,901,valve_0107_lidar_classes.ply
1,185,valve_0107_lidar_classes.ply
2,75,valve_0107_lidar_classes.ply
3,754,valve_0107_lidar_classes.ply
4,119,valve_0107_lidar_classes.ply
5,1092,valve_0107_lidar_classes.ply
6,997,valve_0107_lidar_classes.ply
7,546,valve_0107_lidar_classes.ply
8,603,valve_0107_lidar_classes.ply
9,2846,valve_0107_lidar_classes.ply
0,588,valve_0108_lidar_classes.ply
1,182,valve_0108_lidar_classes.ply
2,73,valve_0108_lidar_classes.ply
3,695,valve_0108_lidar_classes.ply
4,82,valve_0108_lidar_classes.ply
5,975,valve_0108_lidar_classes.ply
6,492,valve_0108_lidar_classes.ply
7,405,valve_0108_lidar_classes.ply
8,642,valve_0108_lidar_classes.ply
9,3688,valve_0108_lidar_classes.ply
0,508,valve_0109_lidar_classes.ply
1,176,valve_0109_lidar_classes.ply
2,83,valve_0109_lidar_classes.ply
3,587,valve_0109_lidar_classes.ply
4,53,valve_0109_lidar_classes.ply
5,899,valve_0109_lidar_classes.ply
6,607,valve_0109_lidar_classes.ply
7,382,valve_0109_lidar_classes.ply
8,696,valve_0109_lidar_classes.ply
9,2819,valve_0109_lidar_classes.ply
0,687,valve_0110_lidar_classes.ply
1,198,valve_0110_lidar_classes.ply
2,104,valve_0110_lidar_classes.ply
3,759,valve_0110_lidar_classes.ply
4,116,valve_0110_lidar_classes.ply
5,1214,valve_0110_lidar_classes.ply
6,456,valve_0110_lidar_classes.ply
7,503,valve_0110_lidar_classes.ply
8,876,valve_0110_lidar_classes.ply
9,3096,valve_0110_lidar_classes.ply
0,696,valve_0111_lidar_classes.ply
1,206,valve_0111_lidar_classes.ply
2,99,valve_0111_lidar_classes.ply
3,793,valve_0111_lidar_classes.ply
4,77,valve_0111_lidar_classes.ply
5,1316,valve_0111_lidar_classes.ply
6,430,valve_0111_lidar_classes.ply
7,474,valve_0111_lidar_classes.ply
8,799,valve_0111_lidar_classes.ply
9,3357,valve_0111_lidar_classes.ply
0,587,valve_0112_lidar_classes.ply
1,148,valve_0112_lidar_classes.ply
2,79,valve_0112_lidar_classes.ply
3,575,valve_0112_lidar_classes.ply
4,73,valve_0112_lidar_classes.ply
5,1033,valve_0112_lidar_classes.ply
6,791,valve_0112_lidar_classes.ply
7,399,valve_0112_lidar_classes.ply
8,846,valve_0112_lidar_classes.ply
9,2851,valve_0112_lidar_classes.ply
0,856,valve_0113_lidar_classes.ply
1,196,valve_0113_lidar_classes.ply
2,90,valve_0113_lidar_classes.ply
3,627,valve_0113_lidar_classes.ply
4,63,valve_0113_lidar_classes.ply
5,1166,valve_0113_lidar_classes.ply
6,436,valve_0113_lidar_classes.ply
7,438,valve_0113_lidar_classes.ply
8,757,valve_0113_lidar_classes.ply
9,3004,valve_0113_lidar_classes.ply
0,640,valve_0114_lidar_classes.ply
1,183,valve_0114_lidar_classes.ply
2,81,valve_0114_lidar_classes.ply
3,683,valve_0114_lidar_classes.ply
4,77,valve_0114_lidar_classes.ply
5,1055,valve_0114_lidar_classes.ply
6,868,valve_0114_lidar_classes.ply
7,431,valve_0114_lidar_classes.ply
8,630,valve_0114_lidar_classes.ply
9,2593,valve_0114_lidar_classes.ply
0,782,valve_0115_lidar_classes.ply
1,153,valve_0115_lidar_classes.ply
2,70,valve_0115_lidar_classes.ply
3,535,valve_0115_lidar_classes.ply
4,84,valve_0115_lidar_classes.ply
5,1005,valve_0115_lidar_classes.ply
6,281,valve_0115_lidar_classes.ply
7,462,valve_0115_lidar_classes.ply
8,857,valve_0115_lidar_classes.ply
9,2768,valve_0115_lidar_classes.ply
0,701,valve_0116_lidar_classes.ply
1,196,valve_0116_lidar_classes.ply
2,95,valve_0116_lidar_classes.ply
3,776,valve_0116_lidar_classes.ply
4,91,valve_0116_lidar_classes.ply
5,1156,valve_0116_lidar_classes.ply
6,478,valve_0116_lidar_classes.ply
7,419,valve_0116_lidar_classes.ply
8,800,valve_0116_lidar_classes.ply
9,3442,valve_0116_lidar_classes.ply
0,377,valve_0117_lidar_classes.ply
1,148,valve_0117_lidar_classes.ply
2,79,valve_0117_lidar_classes.ply
3,547,valve_0117_lidar_classes.ply
4,63,valve_0117_lidar_classes.ply
5,995,valve_0117_lidar_classes.ply
6,589,valve_0117_lidar_classes.ply
7,382,valve_0117_lidar_classes.ply
8,640,valve_0117_lidar_classes.ply
9,2888,valve_0117_lidar_classes.ply
0,902,valve_0118_lidar_classes.ply
1,186,valve_0118_lidar_classes.ply
2,66,valve_0118_lidar_classes.ply
3,709,valve_0118_lidar_classes.ply
4,90,valve_0118_lidar_classes.ply
5,1088,valve_0118_lidar_classes.ply
6,895,valve_0118_lidar_classes.ply
7,469,valve_0118_lidar_classes.ply
8,766,valve_0118_lidar_classes.ply
9,2439,valve_0118_lidar_classes.ply
0,671,valve_0119_lidar_classes.ply
1,153,valve_0119_lidar_classes.ply
2,78,valve_0119_lidar_classes.ply
3,584,valve_0119_lidar_classes.ply
4,98,valve_0119_lidar_classes.ply
5,895,valve_0119_lidar_classes.ply
6,396,valve_0119_lidar_classes.ply
7,466,valve_0119_lidar_classes.ply
8,647,valve_0119_lidar_classes.ply
9,3325,valve_0119_lidar_classes.ply
0,553,valve_0120_lidar_classes.ply
1,154,valve_0120_lidar_classes.ply
2,69,valve_0120_lidar_classes.ply
3,605,valve_0120_lidar_classes.ply
4,95,valve_0120_lidar_classes.ply
5,1177,valve_0120_lidar_classes.ply
6,654,valve_0120_lidar_classes.ply
7,456,valve_0120_lidar_classes.ply
8,799,valve_0120_lidar_classes.ply
9,3044,valve_0120_lidar_classes.ply
0,685,valve_0121_lidar_classes.ply
1,212,valve_0121_lidar_classes.ply
2,93,valve_0121_lidar_classes.ply
3,773,valve_0121_lidar_classes.ply
4,122,valve_0121_lidar_classes.ply
5,1231,valve_0121_lidar_classes.ply
6,476,valve_0121_lidar_classes.ply
7,425,valve_0121_lidar_classes.ply
8,879,valve_0121_lidar_classes.ply
9,3079,valve_0121_lidar_classes.ply
0,959,valve_0122_lidar_classes.ply
1,156,valve_0122_lidar_classes.ply
2,84,valve_0122_lidar_classes.ply
3,565,valve_0122_lidar_classes.ply
4,81,valve_0122_lidar_classes.ply
5,1078,valve_0122_lidar_classes.ply
6,433,valve_0122_lidar_classes.ply
7,392,valve_0122_lidar_classes.ply
8,726,valve_0122_lidar_classes.ply
9,2706,valve_0122_lidar_classes.ply
0,453,valve_0123_lidar_classes.ply
1,153,valve_0123_lidar_classes.ply
2,80,valve_0123_lidar_classes.ply
3,537,valve_0123_lidar_classes.ply
4,60,valve_0123_lidar_classes.ply
5,1055,valve_0123_lidar_classes.ply
6,563,valve_0123_lidar_classes.ply
7,366,valve_0123_lidar_classes.ply
8,738,valve_0123_lidar_classes.ply
9,2474,valve_0123_lidar_classes.ply
0,648,valve_0124_lidar_classes.ply
1,168,valve_0124_lidar_classes.ply
2,97,valve_0124_lidar_classes.ply
3,754,valve_0124_lidar_classes.ply
4,91,valve_0124_lidar_classes.ply
5,1289,valve_0124_lidar_classes.ply
6,414,valve_0124_lidar_classes.ply
7,491,valve_0124_lidar_classes.ply
8,871,valve_0124_lidar_classes.ply
9,3238,valve_0124_lidar_classes.ply
0,483,valve_0125_lidar_classes.ply
1,148,valve_0125_lidar_classes.ply
2,83,valve_0125_lidar_classes.ply
3,631,valve_0125_lidar_classes.ply
4,55,valve_0125_lidar_classes.ply
5,904,valve_0125_lidar_classes.ply
6,642,valve_0125_lidar_classes.ply
7,409,valve_0125_lidar_classes.ply
8,624,valve_0125_lidar_classes.ply
9,2828,valve_0125_lidar_classes.ply
0,713,valve_0126_lidar_classes.ply
1,223,valve_0126_lidar_classes.ply
2,87,valve_0126_lidar_classes.ply
3,774,valve_0126_lidar_classes.ply
4,109,valve_0126_lidar_classes.ply
5,1117,valve_0126_lidar_classes.ply
6,512,valve_0126_lidar_classes.ply
7,466,valve_0126_lidar_classes.ply
8,747,valve_0126_lidar_classes.ply
9,3209,valve_0126_lidar_classes.ply
0,714,valve_0127_lidar_classes.ply
1,196,valve_0127_lidar_classes.ply
2,102,valve_0127_lidar_classes.ply
3,701,valve_0127_lidar_classes.ply
4,88,valve_0127_lidar_classes.ply
5,1181,valve_0127_lidar_classes.ply
6,374,valve_0127_lidar_classes.ply
7,498,valve_0127_lidar_classes.ply
8,665,valve_0127_lidar_classes.ply
9,3210,valve_0127_lidar_classes.ply
0,731,valve_0128_lidar_classes.ply
1,168,valve_0128_lidar_classes.ply
2,83,valve_0128_lidar_classes.ply
3,669,valve_0128_lidar_classes.ply
4,75,valve_0128_lidar_classes.ply
5,1025,valve_0128_lidar_classes.ply
6,638,valve_0128_lidar_classes.ply
7,428,valve_0128_lidar_classes.ply
8,574,valve_0128_lidar_classes.ply
9,2722,valve_0128_lidar_classes.ply
0,781,valve_0129_lidar_classes.ply
1,165,valve_0129_lidar_classes.ply
2,68,valve_0129_lidar_classes.ply
3,681,valve_0129_lidar_classes.ply
4,87,valve_0129_lidar_classes.ply
5,960,valve_0129_lidar_classes.ply
6,765,valve_0129_lidar_classes.ply
7,449,valve_0129_lidar_classes.ply
8,648,valve_0129_lidar_classes.ply
9,2944,valve_0129_lidar_classes.ply
0,902,valve_0130_lidar_classes.ply
1,223,valve_0130_lidar_classes.ply
2,70,valve_0130_lidar_classes.ply
3,689,valve_0130_lidar_classes.ply
4,78,valve_0130_lidar_classes.ply
5,1049,valve_0130_lidar_classes.ply
6,902,valve_0130_lidar_classes.ply
7,475,valve_0130_lidar_classes.ply
8,733,valve_0130_lidar_classes.ply
9,2731,valve_0130_lidar_classes.ply
0,720,valve_0131_lidar_classes.ply
1,149,valve_0131_lidar_classes.ply
2,57,valve_0131_lidar_classes.ply
3,476,valve_0131_lidar_classes.ply
4,56,valve_0131_lidar_classes.ply
5,910,valve_0131_lidar_classes.ply
6,298,valve_0131_lidar_classes.ply
7,366,valve_0131_lidar_classes.ply
8,789,valve_0131_lidar_classes.ply
9,2996,valve_0131_lidar_classes.ply
0,603,valve_0132_lidar_classes.ply
1,180,valve_0132_lidar_classes.ply
2,69,valve_0132_lidar_classes.ply
3,681,valve_0132_lidar_classes.ply
4,55,valve_0132_lidar_classes.ply
5,1113,valve_0132_lidar_classes.ply
6,481,valve_0132_lidar_classes.ply
7,423,valve_0132_lidar_classes.ply
8,735,valve_0132_lidar_classes.ply
9,3213,valve_0132_lidar_classes.ply
0,645,valve_0133_lidar_classes.ply
1,161,valve_0133_lidar_classes.ply
2,79,valve_0133_lidar_classes.ply
3,653,valve_0133_lidar_classes.ply
4,77,valve_0133_lidar_classes.ply
5,942,valve_0133_lidar_classes.ply
6,646,valve_0133_lidar_classes.ply
7,423,valve_0133_lidar_classes.ply
8,685,valve_0133_lidar_classes.ply
9,2658,valve_0133_lidar_classes.ply
0,545,valve_0134_lidar_classes.ply
1,165,valve_0134_lidar_classes.ply
2,67,valve_0134_lidar_classes.ply
3,595,valve_0134_lidar_classes.ply
4,53,valve_0134_lidar_classes.ply
5,1043,valve_0134_lidar_classes.ply
6,606,valve_0134_lidar_classes.ply
7,371,valve_0134_lidar_classes.ply
8,764,valve_0134_lidar_classes.ply
9,2843,valve_0134_lidar_classes.ply
0,364,valve_0135_lidar_classes.ply
1,179,valve_0135_lidar_classes.ply
2,82,valve_0135_lidar_classes.ply
3,551,valve_0135_lidar_classes.ply
4,52,valve_0135_lidar_classes.ply
5,861,valve_0135_lidar_classes.ply
6,628,valve_0135_lidar_classes.ply
7,436,valve_0135_lidar_classes.ply
8,623,valve_0135_lidar_classes.ply
9,2790,valve_0135_lidar_classes.ply
0,689,valve_0136_lidar_classes.ply
1,217,valve_0136_lidar_classes.ply
2,95,valve_0136_lidar_classes.ply
3,772,valve_0136_lidar_classes.ply
4,118,valve_0136_lidar_classes.ply
5,1195,valve_0136_lidar_classes.ply
6,487,valve_0136_lidar_classes.ply
7,437,valve_0136_lidar_classes.ply
8,790,valve_0136_lidar_classes.ply
9,3251,valve_0136_lidar_classes.ply
0,671,valve_0137_lidar_classes.ply
1,180,valve_0137_lidar_classes.ply
2,103,valve_0137_lidar_classes.ply
3,796,valve_0137_lidar_classes.ply
4,121,valve_0137_lidar_classes.ply
5,1245,valve_0137_lidar_classes.ply
6,458,valve_0137_lidar_classes.ply
7,431,valve_0137_lidar_classes.ply
8,848,valve_0137_lidar_classes.ply
9,3247,valve_0137_lidar_classes.ply
0,591,valve_0138_lidar_classes.ply
1,193,valve_0138_lidar_classes.ply
2,83,valve_0138_lidar_classes.ply
3,685,valve_0138_lidar_classes.ply
4,74,valve_0138_lidar_classes.ply
5,951,valve_0138_lidar_classes.ply
6,476,valve_0138_lidar_classes.ply
7,396,valve_0138_lidar_classes.ply
8,582,valve_0138_lidar_classes.ply
9,3157,valve_0138_lidar_classes.ply
0,700,valve_0139_lidar_classes.ply
1,187,valve_0139_lidar_classes.ply
2,91,valve_0139_lidar_classes.ply
3,782,valve_0139_lidar_classes.ply
4,112,valve_0139_lidar_classes.ply
