label,n_points,file
5,1017,valve_0139_lidar_classes.ply
6,472,valve_0139_lidar_classes.ply
7,439,valve_0139_lidar_classes.ply
8,765,valve_0139_lidar_classes.ply
9,3395,valve_0139_lidar_classes.ply
0,682,valve_0140_lidar_classes.ply
1,185,valve_0140_lidar_classes.ply
2,97,valve_0140_lidar_classes.ply
3,769,valve_0140_lidar_classes.ply
4,98,valve_0140_lidar_classes.ply
5,1225,valve_0140_lidar_classes.ply
6,875,valve_0140_lidar_classes.ply
7,449,valve_0140_lidar_classes.ply
8,822,valve_0140_lidar_classes.ply
9,2722,valve_0140_lidar_classes.ply
0,797,valve_0141_lidar_classes.ply
1,193,valve_0141_lidar_classes.ply
2,69,valve_0141_lidar_classes.ply
3,709,valve_0141_lidar_classes.ply
4,110,valve_0141_lidar_classes.ply
5,1044,valve_0141_lidar_classes.ply
6,839,valve_0141_lidar_classes.ply
7,438,valve_0141_lidar_classes.ply
8,711,valve_0141_lidar_classes.ply
9,2437,valve_0141_lidar_classes.ply
0,911,valve_0142_lidar_classes.ply
1,229,valve_0142_lidar_classes.ply
2,72,valve_0142_lidar_classes.ply
3,710,valve_0142_lidar_classes.ply
4,84,valve_0142_lidar_classes.ply
5,1116,valve_0142_lidar_classes.ply
6,933,valve_0142_lidar_classes.ply
7,520,valve_0142_lidar_classes.ply
8,698,valve_0142_lidar_classes.ply
9,2671,valve_0142_lidar_classes.ply
0,749,valve_0143_lidar_classes.ply
1,160,valve_0143_lidar_classes.ply
2,72,valve_0143_lidar_classes.ply
3,696,valve_0143_lidar_classes.ply
4,82,valve_0143_lidar_classes.ply
5,977,valve_0143_lidar_classes.ply
6,735,valve_0143_lidar_classes.ply
7,409,valve_0143_lidar_classes.ply
8,657,valve_0143_lidar_classes.ply
9,2552,valve_0143_lidar_classes.ply
0,551,valve_0144_lidar_classes.ply
1,148,valve_0144_lidar_classes.ply
2,73,valve_0144_lidar_classes.ply
3,597,valve_0144_lidar_classes.ply
4,69,valve_0144_lidar_classes.ply
5,816,valve_0144_lidar_classes.ply
6,581,valve_0144_lidar_classes.ply
7,400,valve_0144_lidar_classes.ply
8,590,valve_0144_lidar_classes.ply
9,2744,valve_0144_lidar_classes.ply
0,632,valve_0145_lidar_classes.ply
1,190,valve_0145_lidar_classes.ply
2,83,valve_0145_lidar_classes.ply
3,711,valve_0145_lidar_classes.ply
4,102,valve_0145_lidar_classes.ply
5,971,valve_0145_lidar_classes.ply
6,916,valve_0145_lidar_classes.ply
7,462,valve_0145_lidar_classes.ply
8,659,valve_0145_lidar_classes.ply
9,2838,valve_0145_lidar_classes.ply
0,876,valve_0146_lidar_classes.ply
1,141,valve_0146_lidar_classes.ply
2,68,valve_0146_lidar_classes.ply
3,468,valve_0146_lidar_classes.ply
4,52,valve_0146_lidar_classes.ply
5,1068,valve_0146_lidar_classes.ply
6,344,valve_0146_lidar_classes.ply
7,425,valve_0146_lidar_classes.ply
8,975,valve_0146_lidar_classes.ply
9,2940,valve_0146_lidar_classes.ply
0,803,valve_0147_lidar_classes.ply
1,111,valve_0147_lidar_classes.ply
2,60,valve_0147_lidar_classes.ply
3,450,valve_0147_lidar_classes.ply
4,60,valve_0147_lidar_classes.ply
5,766,valve_0147_lidar_classes.ply
6,335,valve_0147_lidar_classes.ply
7,457,valve_0147_lidar_classes.ply
8,623,valve_0147_lidar_classes.ply
9,3074,valve_0147_lidar_classes.ply
0,476,valve_0148_lidar_classes.ply
1,151,valve_0148_lidar_classes.ply
2,66,valve_0148_lidar_classes.ply
3,582,valve_0148_lidar_classes.ply
4,81,valve_0148_lidar_classes.ply
5,1081,valve_0148_lidar_classes.ply
6,590,valve_0148_lidar_classes.ply
7,437,valve_0148_lidar_classes.ply
8,724,valve_0148_lidar_classes.ply
9,2796,valve_0148_lidar_classes.ply
0,927,valve_0149_lidar_classes.ply
1,187,valve_0149_lidar_classes.ply
2,65,valve_0149_lidar_classes.ply
3,721,valve_0149_lidar_classes.ply
4,98,valve_0149_lidar_classes.ply
5,1210,valve_0149_lidar_classes.ply
6,946,valve_0149_lidar_classes.ply
7,484,valve_0149_lidar_classes.ply
8,639,valve_0149_lidar_classes.ply
9,2555,valve_0149_lidar_classes.ply
0,602,valve_0150_lidar_classes.ply
1,162,valve_0150_lidar_classes.ply
2,85,valve_0150_lidar_classes.ply
3,699,valve_0150_lidar_classes.ply
4,88,valve_0150_lidar_classes.ply
5,1099,valve_0150_lidar_classes.ply
6,856,valve_0150_lidar_classes.ply
7,463,valve_0150_lidar_classes.ply
8,661,valve_0150_lidar_classes.ply
9,2829,valve_0150_lidar_classes.ply
0,905,valve_0151_lidar_classes.ply
1,240,valve_0151_lidar_classes.ply
2,74,valve_0151_lidar_classes.ply
3,726,valve_0151_lidar_classes.ply
4,68,valve_0151_lidar_classes.ply
5,1175,valve_0151_lidar_classes.ply
6,965,valve_0151_lidar_classes.ply
7,504,valve_0151_lidar_classes.ply
8,659,valve_0151_lidar_classes.ply
9,2820,valve_0151_lidar_classes.ply
0,592,valve_0152_lidar_classes.ply
1,167,valve_0152_lidar_classes.ply
2,78,valve_0152_lidar_classes.ply
3,568,valve_0152_lidar_classes.ply
4,84,valve_0152_lidar_classes.ply
5,1113,valve_0152_lidar_classes.ply
6,604,valve_0152_lidar_classes.ply
7,473,valve_0152_lidar_classes.ply
8,768,valve_0152_lidar_classes.ply
9,2801,valve_0152_lidar_classes.ply
0,654,valve_0153_lidar_classes.ply
1,201,valve_0153_lidar_classes.ply
2,82,valve_0153_lidar_classes.ply
3,732,valve_0153_lidar_classes.ply
4,108,valve_0153_lidar_classes.ply
5,1048,valve_0153_lidar_classes.ply
6,478,valve_0153_lidar_classes.ply
7,422,valve_0153_lidar_classes.ply
8,768,valve_0153_lidar_classes.ply
9,3273,valve_0153_lidar_classes.ply
0,810,valve_0154_lidar_classes.ply
1,173,valve_0154_lidar_classes.ply
2,67,valve_0154_lidar_classes.ply
3,473,valve_0154_lidar_classes.ply
4,84,valve_0154_lidar_classes.ply
5,886,valve_0154_lidar_classes.ply
6,264,valve_0154_lidar_classes.ply
7,434,valve_0154_lidar_classes.ply
8,875,valve_0154_lidar_classes.ply
9,2883,valve_0154_lidar_classes.ply
0,735,valve_0155_lidar_classes.ply
1,152,valve_0155_lidar_classes.ply
2,71,valve_0155_lidar_classes.ply
3,557,valve_0155_lidar_classes.ply
4,69,valve_0155_lidar_classes.ply
5,1006,valve_0155_lidar_classes.ply
6,406,valve_0155_lidar_classes.ply
7,460,valve_0155_lidar_classes.ply
8,809,valve_0155_lidar_classes.ply
9,3000,valve_0155_lidar_classes.ply
0,683,valve_0156_lidar_classes.ply
1,197,valve_0156_lidar_classes.ply
2,95,valve_0156_lidar_classes.ply
3,776,valve_0156_lidar_classes.ply
4,108,valve_0156_lidar_classes.ply
5,1273,valve_0156_lidar_classes.ply
6,494,valve_0156_lidar_classes.ply
7,395,valve_0156_lidar_classes.ply
8,928,valve_0156_lidar_classes.ply
9,3153,valve_0156_lidar_classes.ply
0,896,valve_0157_lidar_classes.ply
1,226,valve_0157_lidar_classes.ply
2,72,valve_0157_lidar_classes.ply
3,744,valve_0157_lidar_classes.ply
4,121,valve_0157_lidar_classes.ply
5,1171,valve_0157_lidar_classes.ply
6,959,valve_0157_lidar_classes.ply
7,511,valve_0157_lidar_classes.ply
8,632,valve_0157_lidar_classes.ply
9,2583,valve_0157_lidar_classes.ply
0,911,valve_0158_lidar_classes.ply
1,235,valve_0158_lidar_classes.ply
2,70,valve_0158_lidar_classes.ply
3,754,valve_0158_lidar_classes.ply
4,81,valve_0158_lidar_classes.ply
5,1077,valve_0158_lidar_classes.ply
6,983,valve_0158_lidar_classes.ply
7,471,valve_0158_lidar_classes.ply
8,573,valve_0158_lidar_classes.ply
9,2839,valve_0158_lidar_classes.ply
0,609,valve_0159_lidar_classes.ply
1,165,valve_0159_lidar_classes.ply
2,72,valve_0159_lidar_classes.ply
3,571,valve_0159_lidar_classes.ply
4,77,valve_0159_lidar_classes.ply
5,942,valve_0159_lidar_classes.ply
6,775,valve_0159_lidar_classes.ply
7,422,valve_0159_lidar_classes.ply
8,664,valve_0159_lidar_classes.ply
9,2862,valve_0159_lidar_classes.ply
0,611,valve_0160_lidar_classes.ply
1,167,valve_0160_lidar_classes.ply
2,75,valve_0160_lidar_classes.ply
3,628,valve_0160_lidar_classes.ply
4,48,valve_0160_lidar_classes.ply
5,782,valve_0160_lidar_classes.ply
6,682,valve_0160_lidar_classes.ply
7,399,valve_0160_lidar_classes.ply
8,583,valve_0160_lidar_classes.ply
9,3133,valve_0160_lidar_classes.ply
0,830,valve_0161_lidar_classes.ply
1,161,valve_0161_lidar_classes.ply
2,77,valve_0161_lidar_classes.ply
3,503,valve_0161_lidar_classes.ply
4,82,valve_0161_lidar_classes.ply
5,826,valve_0161_lidar_classes.ply
6,263,valve_0161_lidar_classes.ply
7,499,valve_0161_lidar_classes.ply
8,671,valve_0161_lidar_classes.ply
9,3116,valve_0161_lidar_classes.ply
0,885,valve_0162_lidar_classes.ply
1,175,valve_0162_lidar_classes.ply
2,71,valve_0162_lidar_classes.ply
3,726,valve_0162_lidar_classes.ply
4,68,valve_0162_lidar_classes.ply
5,1106,valve_0162_lidar_classes.ply
6,963,valve_0162_lidar_classes.ply
7,507,valve_0162_lidar_classes.ply
8,751,valve_0162_lidar_classes.ply
9,2581,valve_0162_lidar_classes.ply
0,831,valve_0163_lidar_classes.ply
1,263,valve_0163_lidar_classes.ply
2,81,valve_0163_lidar_classes.ply
3,789,valve_0163_lidar_classes.ply
4,112,valve_0163_lidar_classes.ply
5,1185,valve_0163_lidar_classes.ply
6,909,valve_0163_lidar_classes.ply
7,481,valve_0163_lidar_classes.ply
8,733,valve_0163_lidar_classes.ply
9,2917,valve_0163_lidar_classes.ply
0,874,valve_0164_lidar_classes.ply
1,183,valve_0164_lidar_classes.ply
2,68,valve_0164_lidar_classes.ply
3,677,valve_0164_lidar_classes.ply
4,115,valve_0164_lidar_classes.ply
5,907,valve_0164_lidar_classes.ply
6,928,valve_0164_lidar_classes.ply
7,470,valve_0164_lidar_classes.ply
8,698,valve_0164_lidar_classes.ply
9,2356,valve_0164_lidar_classes.ply
0,579,valve_0165_lidar_classes.ply
1,160,valve_0165_lidar_classes.ply
2,76,valve_0165_lidar_classes.ply
3,642,valve_0165_lidar_classes.ply
4,78,valve_0165_lidar_classes.ply
5,885,valve_0165_lidar_classes.ply
6,702,valve_0165_lidar_classes.ply
7,380,valve_0165_lidar_classes.ply
8,743,valve_0165_lidar_classes.ply
9,2681,valve_0165_lidar_classes.ply
0,664,valve_0166_lidar_classes.ply
1,177,valve_0166_lidar_classes.ply
2,100,valve_0166_lidar_classes.ply
3,733,valve_0166_lidar_classes.ply
4,91,valve_0166_lidar_classes.ply
5,1167,valve_0166_lidar_classes.ply
6,443,valve_0166_lidar_classes.ply
7,495,valve_0166_lidar_classes.ply
8,750,valve_0166_lidar_classes.ply
9,3399,valve_0166_lidar_classes.ply
0,869,valve_0167_lidar_classes.ply
1,186,valve_0167_lidar_classes.ply
2,66,valve_0167_lidar_classes.ply
3,702,valve_0167_lidar_classes.ply
4,84,valve_0167_lidar_classes.ply
5,1023,valve_0167_lidar_classes.ply
6,982,valve_0167_lidar_classes.ply
7,491,valve_0167_lidar_classes.ply
8,711,valve_0167_lidar_classes.ply
9,2696,valve_0167_lidar_classes.ply
0,653,valve_0168_lidar_classes.ply
1,169,valve_0168_lidar_classes.ply
2,88,valve_0168_lidar_classes.ply
3,739,valve_0168_lidar_classes.ply
4,100,valve_0168_lidar_classes.ply
5,1116,valve_0168_lidar_classes.ply
6,978,valve_0168_lidar_classes.ply
7,453,valve_0168_lidar_classes.ply
8,713,valve_0168_lidar_classes.ply
9,2619,valve_0168_lidar_classes.ply
0,673,valve_0169_lidar_classes.ply
1,204,valve_0169_lidar_classes.ply
2,104,valve_0169_lidar_classes.ply
3,769,valve_0169_lidar_classes.ply
4,99,valve_0169_lidar_classes.ply
5,1310,valve_0169_lidar_classes.ply
6,456,valve_0169_lidar_classes.ply
7,468,valve_0169_lidar_classes.ply
8,809,valve_0169_lidar_classes.ply
9,3355,valve_0169_lidar_classes.ply
0,365,valve_0170_lidar_classes.ply
1,162,valve_0170_lidar_classes.ply
2,72,valve_0170_lidar_classes.ply
3,552,valve_0170_lidar_classes.ply
4,67,valve_0170_lidar_classes.ply
5,948,valve_0170_lidar_classes.ply
6,577,valve_0170_lidar_classes.ply
7,416,valve_0170_lidar_classes.ply
8,761,valve_0170_lidar_classes.ply
9,2500,valve_0170_lidar_classes.ply
0,650,valve_0171_lidar_classes.ply
1,202,valve_0171_lidar_classes.ply
2,87,valve_0171_lidar_classes.ply
3,771,valve_0171_lidar_classes.ply
4,79,valve_0171_lidar_classes.ply
5,1219,valve_0171_lidar_classes.ply
6,467,valve_0171_lidar_classes.ply
7,459,valve_0171_lidar_classes.ply
8,781,valve_0171_lidar_classes.ply
9,3193,valve_0171_lidar_classes.ply
0,490,valve_0172_lidar_classes.ply
1,153,valve_0172_lidar_classes.ply
2,65,valve_0172_lidar_classes.ply
3,578,valve_0172_lidar_classes.ply
4,79,valve_0172_lidar_classes.ply
5,870,valve_0172_lidar_classes.ply
6,637,valve_0172_lidar_classes.ply
7,400,valve_0172_lidar_classes.ply
8,620,valve_0172_lidar_classes.ply
9,3055,valve_0172_lidar_classes.ply
0,667,valve_0173_lidar_classes.ply
1,213,valve_0173_lidar_classes.ply
2,90,valve_0173_lidar_classes.ply
3,752,valve_0173_lidar_classes.ply
4,100,valve_0173_lidar_classes.ply
5,1199,valve_0173_lidar_classes.ply
6,457,valve_0173_lidar_classes.ply
7,497,valve_0173_lidar_classes.ply
8,804,valve_0173_lidar_classes.ply
9,3219,valve_0173_lidar_classes.ply
0,813,valve_0174_lidar_classes.ply
1,225,valve_0174_lidar_classes.ply
2,67,valve_0174_lidar_classes.ply
3,691,valve_0174_lidar_classes.ply
4,121,valve_0174_lidar_classes.ply
5,970,valve_0174_lidar_classes.ply
6,813,valve_0174_lidar_classes.ply
7,462,valve_0174_lidar_classes.ply
8,663,valve_0174_lidar_classes.ply
9,2577,valve_0174_lidar_classes.ply
0,692,valve_0175_lidar_classes.ply
1,197,valve_0175_lidar_classes.ply
2,106,valve_0175_lidar_classes.ply
3,749,valve_0175_lidar_classes.ply
4,114,valve_0175_lidar_classes.ply
5,1165,valve_0175_lidar_classes.ply
6,487,valve_0175_lidar_classes.ply
7,425,valve_0175_lidar_classes.ply
8,795,valve_0175_lidar_classes.ply
9,2934,valve_0175_lidar_classes.ply
0,583,valve_0176_lidar_classes.ply
1,193,valve_0176_lidar_classes.ply
2,78,valve_0176_lidar_classes.ply
3,664,valve_0176_lidar_classes.ply
4,78,valve_0176_lidar_classes.ply
5,1101,valve_0176_lidar_classes.ply
6,452,valve_0176_lidar_classes.ply
7,374,valve_0176_lidar_classes.ply
8,647,valve_0176_lidar_classes.ply
9,3061,valve_0176_lidar_classes.ply
0,655,valve_0177_lidar_classes.ply
1,218,valve_0177_lidar_classes.ply
2,97,valve_0177_lidar_classes.ply
3,776,valve_0177_lidar_classes.ply
4,103,valve_0177_lidar_classes.ply
5,1112,valve_0177_lidar_classes.ply
6,421,valve_0177_lidar_classes.ply
7,445,valve_0177_lidar_classes.ply
8,750,valve_0177_lidar_classes.ply
9,3588,valve_0177_lidar_classes.ply
0,643,valve_0178_lidar_classes.ply
1,162,valve_0178_lidar_classes.ply
2,73,valve_0178_lidar_classes.ply
3,579,valve_0178_lidar_classes.ply
4,84,valve_0178_lidar_classes.ply
5,1043,valve_0178_lidar_classes.ply
6,458,valve_0178_lidar_classes.ply
7,494,valve_0178_lidar_classes.ply
8,661,valve_0178_lidar_classes.ply
9,3130,valve_0178_lidar_classes.ply
0,695,valve_0179_lidar_classes.ply
1,192,valve_0179_lidar_classes.ply
2,98,valve_0179_lidar_classes.ply
3,770,valve_0179_lidar_classes.ply
4,117,valve_0179_lidar_classes.ply
5,1149,valve_0179_lidar_classes.ply
6,515,valve_0179_lidar_classes.ply
7,437,valve_0179_lidar_classes.ply
8,747,valve_0179_lidar_classes.ply
9,3086,valve_0179_lidar_classes.ply
0,612,valve_0180_lidar_classes.ply
1,149,valve_0180_lidar_classes.ply
2,79,valve_0180_lidar_classes.ply
3,662,valve_0180_lidar_classes.ply
4,72,valve_0180_lidar_classes.ply
5,812,valve_0180_lidar_classes.ply
6,660,valve_0180_lidar_classes.ply
7,401,valve_0180_lidar_classes.ply
8,597,valve_0180_lidar_classes.ply
9,2775,valve_0180_lidar_classes.ply
0,519,valve_0181_lidar_classes.ply
1,161,valve_0181_lidar_classes.ply
2,71,valve_0181_lidar_classes.ply
3,575,valve_0181_lidar_classes.ply
4,89,valve_0181_lidar_classes.ply
5,883,valve_0181_lidar_classes.ply
6,630,valve_0181_lidar_classes.ply
7,424,valve_0181_lidar_classes.ply
8,634,valve_0181_lidar_classes.ply
9,3035,valve_0181_lidar_classes.ply
0,689,valve_0182_lidar_classes.ply
1,165,valve_0182_lidar_classes.ply
2,72,valve_0182_lidar_classes.ply
3,550,valve_0182_lidar_classes.ply
4,91,valve_0182_lidar_classes.ply
5,1048,valve_0182_lidar_classes.ply
6,360,valve_0182_lidar_classes.ply
7,430,valve_0182_lidar_classes.ply
8,755,valve_0182_lidar_classes.ply
9,2799,valve_0182_lidar_classes.ply
0,876,valve_0183_lidar_classes.ply
1,192,valve_0183_lidar_classes.ply
2,67,valve_0183_lidar_classes.ply
3,677,valve_0183_lidar_classes.ply
4,124,valve_0183_lidar_classes.ply
5,841,valve_0183_lidar_classes.ply
6,797,valve_0183_lidar_classes.ply
7,453,valve_0183_lidar_classes.ply
8,682,valve_0183_lidar_classes.ply
9,2641,valve_0183_lidar_classes.ply
0,898,valve_0184_lidar_classes.ply
1,150,valve_0184_lidar_classes.ply
2,82,valve_0184_lidar_classes.ply
3,507,valve_0184_lidar_classes.ply
4,65,valve_0184_lidar_classes.ply
5,1095,valve_0184_lidar_classes.ply
6,384,valve_0184_lidar_classes.ply
7,430,valve_0184_lidar_classes.ply
8,842,valve_0184_lidar_classes.ply
9,3150,valve_0184_lidar_classes.ply
0,942,valve_0185_lidar_classes.ply
1,161,valve_0185_lidar_classes.ply
2,81,valve_0185_lidar_classes.ply
3,591,valve_0185_lidar_classes.ply
4,80,valve_0185_lidar_classes.ply
5,1028,valve_0185_lidar_classes.ply
6,376,valve_0185_lidar_classes.ply
7,426,valve_0185_lidar_classes.ply
8,637,valve_0185_lidar_classes.ply
9,3332,valve_0185_lidar_classes.ply
0,905,valve_0186_lidar_classes.ply
1,175,valve_0186_lidar_classes.ply
2,79,valve_0186_lidar_classes.ply
3,514,valve_0186_lidar_classes.ply
4,66,valve_0186_lidar_classes.ply
5,930,valve_0186_lidar_classes.ply
6,429,valve_0186_lidar_classes.ply
7,484,valve_0186_lidar_classes.ply
8,751,valve_0186_lidar_classes.ply
9,3265,valve_0186_lidar_classes.ply
0,420,valve_0187_lidar_classes.ply
1,164,valve_0187_lidar_classes.ply
2,72,valve_0187_lidar_classes.ply
3,565,valve_0187_lidar_classes.ply
4,71,valve_0187_lidar_classes.ply
5,930,valve_0187_lidar_classes.ply
6,658,valve_0187_lidar_classes.ply
7,427,valve_0187_lidar_classes.ply
8,690,valve_0187_lidar_classes.ply
9,2766,valve_0187_lidar_classes.ply
0,677,valve_0188_lidar_classes.ply
1,199,valve_0188_lidar_classes.ply
2,95,valve_0188_lidar_classes.ply
3,755,valve_0188_lidar_classes.ply
4,97,valve_0188_lidar_classes.ply
5,1123,valve_0188_lidar_classes.ply
6,472,valve_0188_lidar_classes.ply
7,433,valve_0188_lidar_classes.ply
8,727,valve_0188_lidar_classes.ply
9,3408,valve_0188_lidar_classes.ply
0,647,valve_0189_lidar_classes.ply
1,221,valve_0189_lidar_classes.ply
2,106,valve_0189_lidar_classes.ply
3,790,valve_0189_lidar_classes.ply
4,91,valve_0189_lidar_classes.ply
5,1246,valve_0189_lidar_classes.ply
6,489,valve_0189_lidar_classes.ply
7,475,valve_0189_lidar_classes.ply
8,798,valve_0189_lidar_classes.ply
9,3412,valve_0189_lidar_classes.ply
0,680,valve_0190_lidar_classes.ply
1,145,valve_0190_lidar_classes.ply
2,79,valve_0190_lidar_classes.ply
3,621,valve_0190_lidar_classes.ply
4,45,valve_0190_lidar_classes.ply
5,931,valve_0190_lidar_classes.ply
6,674,valve_0190_lidar_classes.ply
7,362,valve_0190_lidar_classes.ply
8,696,valve_0190_lidar_classes.ply
9,2937,valve_0190_lidar_classes.ply
0,413,valve_0191_lidar_classes.ply
1,149,valve_0191_lidar_classes.ply
2,70,valve_0191_lidar_classes.ply
3,581,valve_0191_lidar_classes.ply
4,49,valve_0191_lidar_classes.ply
5,873,valve_0191_lidar_classes.ply
6,611,valve_0191_lidar_classes.ply
7,427,valve_0191_lidar_classes.ply
8,658,valve_0191_lidar_classes.ply
9,2740,valve_0191_lidar_classes.ply
0,675,valve_0192_lidar_classes.ply
1,219,valve_0192_lidar_classes.ply
2,95,valve_0192_lidar_classes.ply
3,773,valve_0192_lidar_classes.ply
4,85,valve_0192_lidar_classes.ply
5,1060,valve_0192_lidar_classes.ply
6,492,valve_0192_lidar_classes.ply
7,477,valve_0192_lidar_classes.ply
8,661,valve_0192_lidar_classes.ply
9,3831,valve_0192_lidar_classes.ply
0,934,valve_0193_lidar_classes.ply
1,127,valve_0193_lidar_classes.ply
2,73,valve_0193_lidar_classes.ply
3,569,valve_0193_lidar_classes.ply
4,54,valve_0193_lidar_classes.ply
5,981,valve_0193_lidar_classes.ply
6,408,valve_0193_lidar_classes.ply
7,400,valve_0193_lidar_classes.ply
8,757,valve_0193_lidar_classes.ply
9,3124,valve_0193_lidar_classes.ply
0,587,valve_0194_lidar_classes.ply
1,173,valve_0194_lidar_classes.ply
2,81,valve_0194_lidar_classes.ply
3,570,valve_0194_lidar_classes.ply
4,63,valve_0194_lidar_classes.ply
5,1090,valve_0194_lidar_classes.ply
6,538,valve_0194_lidar_classes.ply
7,459,valve_0194_lidar_classes.ply
8,809,valve_0194_lidar_classes.ply
9,3074,valve_0194_lidar_classes.ply
0,668,valve_0195_lidar_classes.ply
1,215,valve_0195_lidar_classes.ply
2,107,valve_0195_lidar_classes.ply
3,781,valve_0195_lidar_classes.ply
4,104,valve_0195_lidar_classes.ply
5,1129,valve_0195_lidar_classes.ply
6,1010,valve_0195_lidar_classes.ply
7,529,valve_0195_lidar_classes.ply
8,694,valve_0195_lidar_classes.ply
9,3088,valve_0195_lidar_classes.ply
0,730,valve_0196_lidar_classes.ply
1,151,valve_0196_lidar_classes.ply
2,61,valve_0196_lidar_classes.ply
3,482,valve_0196_lidar_classes.ply
4,64,valve_0196_lidar_classes.ply
5,891,valve_0196_lidar_classes.ply
6,288,valve_0196_lidar_classes.ply
7,382,valve_0196_lidar_classes.ply
8,726,valve_0196_lidar_classes.ply
9,3030,valve_0196_lidar_classes.ply
0,497,valve_0197_lidar_classes.ply
1,173,valve_0197_lidar_classes.ply
2,68,valve_0197_lidar_classes.ply
3,568,valve_0197_lidar_classes.ply
4,70,valve_0197_lidar_classes.ply
5,978,valve_0197_lidar_classes.ply
6,619,valve_0197_lidar_classes.ply
7,396,valve_0197_lidar_classes.ply
8,721,valve_0197_lidar_classes.ply
9,2769,valve_0197_lidar_classes.ply
0,632,valve_0198_lidar_classes.ply
1,230,valve_0198_lidar_classes.ply
2,88,valve_0198_lidar_classes.ply
3,712,valve_0198_lidar_classes.ply
4,92,valve_0198_lidar_classes.ply
5,1040,valve_0198_lidar_classes.ply
6,438,valve_0198_lidar_classes.ply
7,506,valve_0198_lidar_classes.ply
8,658,valve_0198_lidar_classes.ply
9,3151,valve_0198_lidar_classes.ply
0,729,valve_0199_lidar_classes.ply
1,152,valve_0199_lidar_classes.ply
2,67,valve_0199_lidar_classes.ply
3,465,valve_0199_lidar_classes.ply
4,75,valve_0199_lidar_classes.ply
5,862,valve_0199_lidar_classes.ply
6,305,valve_0199_lidar_classes.ply
7,458,valve_0199_lidar_classes.ply
8,697,valve_0199_lidar_classes.ply
9,2760,valve_0199_lidar_classes.ply
0,476,valve_0200_lidar_classes.ply
1,136,valve_0200_lidar_classes.ply
2,67,valve_0200_lidar_classes.ply
3,555,valve_0200_lidar_classes.ply
4,71,valve_0200_lidar_classes.ply
5,954,valve_0200_lidar_classes.ply
6,571,valve_0200_lidar_classes.ply
7,403,valve_0200_lidar_classes.ply
8,658,valve_0200_lidar_classes.ply
9,2774,valve_0200_lidar_classes.ply
0,625,valve_0201_lidar_classes.ply
1,185,valve_0201_lidar_classes.ply
2,76,valve_0201_lidar_classes.ply
3,751,valve_0201_lidar_classes.ply
4,84,valve_0201_lidar_classes.ply
5,1133,valve_0201_lidar_classes.ply
6,419,valve_0201_lidar_classes.ply
7,390,valve_0201_lidar_classes.ply
8,741,valve_0201_lidar_classes.ply
9,3262,valve_0201_lidar_classes.ply
0,635,valve_0202_lidar_classes.ply
1,176,valve_0202_lidar_classes.ply
2,81,valve_0202_lidar_classes.ply
3,687,valve_0202_lidar_classes.ply
4,90,valve_0202_lidar_classes.ply
5,944,valve_0202_lidar_classes.ply
6,884,valve_0202_lidar_classes.ply
7,438,valve_0202_lidar_classes.ply
8,640,valve_0202_lidar_classes.ply
9,2772,valve_0202_lidar_classes.ply
0,613,valve_0203_lidar_classes.ply
1,152,valve_0203_lidar_classes.ply
2,77,valve_0203_lidar_classes.ply
3,559,valve_0203_lidar_classes.ply
4,87,valve_0203_lidar_classes.ply
5,973,valve_0203_lidar_classes.ply
6,553,valve_0203_lidar_classes.ply
7,507,valve_0203_lidar_classes.ply
8,760,valve_0203_lidar_classes.ply
9,2807,valve_0203_lidar_classes.ply
0,658,valve_0204_lidar_classes.ply
1,144,valve_0204_lidar_classes.ply
2,84,valve_0204_lidar_classes.ply
3,569,valve_0204_lidar_classes.ply
4,94,valve_0204_lidar_classes.ply
5,894,valve_0204_lidar_classes.ply
6,493,valve_0204_lidar_classes.ply
7,478,valve_0204_lidar_classes.ply
8,715,valve_0204_lidar_classes.ply
9,3096,valve_0204_lidar_classes.ply
0,896,valve_0205_lidar_classes.ply
1,165,valve_0205_lidar_classes.ply
2,75,valve_0205_lidar_classes.ply
3,474,valve_0205_lidar_classes.ply
4,71,valve_0205_lidar_classes.ply
5,906,valve_0205_lidar_classes.ply
6,357,valve_0205_lidar_classes.ply
7,495,valve_0205_lidar_classes.ply
8,711,valve_0205_lidar_classes.ply
9,3348,valve_0205_lidar_classes.ply
0,503,valve_0206_lidar_classes.ply
1,152,valve_0206_lidar_classes.ply
2,70,valve_0206_lidar_classes.ply
3,590,valve_0206_lidar_classes.ply
4,66,valve_0206_lidar_classes.ply
5,1077,valve_0206_lidar_classes.ply
6,601,valve_0206_lidar_classes.ply
7,407,valve_0206_lidar_classes.ply
8,724,valve_0206_lidar_classes.ply
9,2980,valve_0206_lidar_classes.ply
0,525,valve_0207_lidar_classes.ply
1,140,valve_0207_lidar_classes.ply
2,72,valve_0207_lidar_classes.ply
3,666,valve_0207_lidar_classes.ply
4,59,valve_0207_lidar_classes.ply
5,855,valve_0207_lidar_classes.ply
6,653,valve_0207_lidar_classes.ply
7,406,valve_0207_lidar_classes.ply
8,605,valve_0207_lidar_classes.ply
9,2957,valve_0207_lidar_classes.ply
0,578,valve_0208_lidar_classes.ply
1,179,valve_0208_lidar_classes.ply
2,71,valve_0208_lidar_classes.ply
3,646,valve_0208_lidar_classes.ply
4,83,valve_0208_lidar_classes.ply
5,1054,valve_0208_lidar_classes.ply
6,544,valve_0208_lidar_classes.ply
7,434,valve_0208_lidar_classes.ply
8,787,valve_0208_lidar_classes.ply
