file,label,n_points,geo_class,method,rec_status,n_vertices,n_faces,cloud_to_mesh_mean,cloud_to_mesh_max,cloud_to_mesh_rmse,cloud_to_mesh_median,mesh_to_cloud_mean,mesh_to_cloud_rmse,hausdorff_approx,surface_area,n_mesh_components,largest_comp_ratio
valve_0002_lidar_classes.ply,6,311,complex,poisson,ok,2376,4503,0.7396398337029416,2.289137053128539,0.8057730209653324,0.7689050380875309,3.2818120087689855,4.263673322004621,13.205412620251622,6409.089534562006,1,1.0
valve_0002_lidar_classes.ply,7,479,complex,poisson,ok,3197,6099,0.9749463110391359,3.050001838143683,1.1124191687216258,0.913965702870356,3.551478432835461,4.597702302230043,13.418991143880053,9464.799019805287,1,1.0
valve_0002_lidar_classes.ply,8,806,complex,poisson,ok,3181,6098,1.0286194369888995,3.1971498818648034,1.110222693443666,1.0423514186507075,3.097568842054683,4.136692205935186,17.676539083089587,15026.379675910184,1,1.0
valve_0002_lidar_classes.ply,9,2747,spherical,ball_pivoting,ok,2726,5326,0.02850084257045986,4.087108005706907,0.32672297168315173,0.0,0.0,0.0,4.087108005706907,34488.71364939942,1,1.0
valve_0003_lidar_classes.ply,0,612,tubular,ball_pivoting,ok,606,1126,0.044741366977550025,4.945318935443631,0.4533740519151019,0.0,0.0,0.0,4.945318935443631,7669.293589603903,2,0.9991119005328597
valve_0003_lidar_classes.ply,1,198,complex,poisson,ok,2805,5382,0.8264291974361379,4.5200157136192525,1.0704202487553536,0.7345003805436946,3.9883899260459525,4.998261956551894,13.223732863188161,5171.978400464364,7,0.9910813823857302
valve_0003_lidar_classes.ply,2,100,complex,poisson,ok,2408,4590,0.36847034589821853,0.8357661079773199,0.3984727442012297,0.3734670268097151,1.7018734821573627,1.9201512115084451,4.769672876887744,1245.027426614192,24,0.9546840958605665
valve_0003_lidar_classes.ply,3,738,tubular,ball_pivoting,ok,379,614,2.2607008245344358,8.090833574625336,3.338816010721138,0.0,0.0,0.0,8.090833574625336,5131.289497273667,2,0.9462540716612378
valve_0003_lidar_classes.ply,4,101,complex,poisson,ok,2595,4924,0.442232647902069,0.8086276888925784,0.4782571570376409,0.4677527382287883,3.165595318179057,3.920863383725608,10.832488873236855,2311.9935699311213,3,0.9967506092607636
valve_0003_lidar_classes.ply,5,1126,complex,poisson,ok,3344,6466,1.0292995675439598,3.432157936489848,1.1318778183609188,1.0449639639807675,2.8700271523958083,4.11364877287362,16.08315959355185,16287.416765235579,1,1.0
valve_0003_lidar_classes.ply,6,926,complex,poisson,ok,3168,6075,1.0363405108337325,2.929430535180745,1.1621553068181483,0.9384045699265868,2.9363783556886944,3.95212835197572,11.841257428914986,9389.995909115161,1,1.0
valve_0003_lidar_classes.ply,7,437,complex,poisson,ok,2937,5588,0.9159895690824469,3.349967833089251,1.058873076035468,0.8295575128978595,3.5230436023006932,4.599942289267211,12.554753067902343,7577.764495749751,1,1.0
valve_0003_lidar_classes.ply,8,638,complex,poisson,ok,2519,4806,1.0086473861267664,6.83410263877891,1.12856788201524,1.0128048689403104,3.0844350414237947,4.285805184256363,20.02728490350116,10696.821165468547,2,0.9997919267582189
valve_0003_lidar_classes.ply,9,2535,complex,poisson,ok,6261,12129,1.230498240624951,17.67864900374399,1.8366277109238016,0.9822180427997377,1.4038130261580997,1.5231799508151367,17.67864900374399,25947.349255209134,1,1.0
