obj_file,rec_file,status,rmse_rec_to_ref,rmse_ref_to_rec,hausdorff,mean_dist,rec_faces,ref_faces,ref_verts
16.07.obj,valve_0012_lidar_classes_reconstructed.ply,ok,76.98876685196632,78.19739233652314,154.82634211389274,70.65889725525028,35324,2522,4042
16.07.obj,valve_0013_lidar_classes_reconstructed.ply,ok,65.41394053621069,74.78496688042364,136.26758408340623,62.72236924491716,39271,2522,4042
16.07.obj,valve_0014_lidar_classes_reconstructed.ply,ok,69.44183167590411,77.5934457674732,140.56858155280298,66.1792998793963,43266,2522,4042
16.07.obj,valve_0015_lidar_classes_reconstructed.ply,ok,64.42742417932351,74.28018278918833,133.67193421796472,62.42047965843729,51403,2522,4042
16.07.obj,valve_0016_lidar_classes_reconstructed.ply,ok,71.28684995242998,76.95879549884307,130.7462870978999,67.32393255260995,45164,2522,4042
16.07.obj,valve_0017_lidar_classes_reconstructed.ply,ok,71.66363450411914,80.14615211305527,148.80701279302934,68.84626179735497,53831,2522,4042
16.07.obj,valve_0018_lidar_classes_reconstructed.ply,ok,65.68452667330808,75.75369250157412,134.64357419578016,63.198713277354834,30582,2522,4042
16.07.obj,valve_0019_lidar_classes_reconstructed.ply,ok,72.10928454236404,79.52137141107119,148.78511626970123,68.48887793108528,53469,2522,4042
16.07.obj,valve_0020_lidar_classes_reconstructed.ply,ok,72.48671095475132,78.82891228543184,137.2733834813451,68.5895273064958,43858,2522,4042
16.08.obj,valve_0001_lidar_classes_reconstructed.ply,ok,69.29998898264442,76.19433971945647,155.27505808414395,65.96747347626511,32077,2522,4042
16.08.obj,valve_0002_lidar_classes_reconstructed.ply,ok,68.057617876797,76.06967322183435,127.19625719759985,64.43388748032388,35210,2522,4042
16.08.obj,valve_0003_lidar_classes_reconstructed.ply,ok,69.8510942026927,78.37775132336003,141.93914878412494,66.62444773742988,51700,2522,4042
16.08.obj,valve_0004_lidar_classes_reconstructed.ply,ok,67.12165524624997,74.39344611180084,133.77889597332242,63.19491367435721,52080,2522,4042
16.08.obj,valve_0005_lidar_classes_reconstructed.ply,ok,74.65343181781594,78.6343473629521,153.15350166202447,69.42182443800473,51819,2522,4042
16.08.obj,valve_0006_lidar_classes_reconstructed.ply,ok,69.30325706587739,77.25581417499917,128.0411795224449,65.40345829473586,35374,2522,4042
16.08.obj,valve_0007_lidar_classes_reconstructed.ply,ok,68.60461931791531,74.50087441616984,139.85416973968944,65.08833660490683,33440,2522,4042
16.08.obj,valve_0008_lidar_classes_reconstructed.ply,ok,69.02976709907301,75.5690333708664,134.99574449983947,64.99073719290833,37892,2522,4042
16.08.obj,valve_0009_lidar_classes_reconstructed.ply,ok,73.56460403583371,78.49081259815092,148.6683746294567,68.53338929453538,51918,2522,4042
16.08.obj,valve_0010_lidar_classes_reconstructed.ply,ok,67.86936495139305,73.4779919336472,146.70216159849846,63.903279349906654,40525,2522,4042
16.08.obj,valve_0011_lidar_classes_reconstructed.ply,ok,67.53601251028367,75.46855055653965,150.52625149666125,64.32322098225038,36496,2522,4042
16.08.obj,valve_0012_lidar_classes_reconstructed.ply,ok,64.88996202513952,76.31470045001979,125.01163286199744,63.84400412695841,35324,2522,4042
16.08.obj,valve_0013_lidar_classes_reconstructed.ply,ok,71.81895946421628,76.42989944557463,150.13696103056608,67.39786964663284,39271,2522,4042
16.08.obj,valve_0014_lidar_classes_reconstructed.ply,ok,74.86094154067868,80.41697343236898,155.98761045030497,70.31929412268312,43266,2522,4042
16.08.obj,valve_0015_lidar_classes_reconstructed.ply,ok,70.69842738225604,76.53070241151156,146.64981454986278,66.12659317330947,51403,2522,4042
16.08.obj,valve_0016_lidar_classes_reconstructed.ply,ok,74.01132170683191,78.37998196523486,151.26038783469386,69.58437161274489,45164,2522,4042
16.08.obj,valve_0017_lidar_classes_reconstructed.ply,ok,70.6013513880981,79.50694044503575,145.3567949712167,67.5119472266313,53831,2522,4042
16.08.obj,valve_0018_lidar_classes_reconstructed.ply,ok,70.49939090648289,76.57241379155775,153.86382973245003,66.69755380168698,30582,2522,4042
16.08.obj,valve_0019_lidar_classes_reconstructed.ply,ok,72.57737920211075,78.59438637827846,149.74229701234887,67.71477387717633,53469,2522,4042
16.08.obj,valve_0020_lidar_classes_reconstructed.ply,ok,73.84672600099805,80.16146681083363,147.42808350404815,69.91494258688573,43858,2522,4042
16.09.obj,valve_0001_lidar_classes_reconstructed.ply,ok,53.11585318646835,71.30461865004364,119.26920373601226,56.78070300141768,32077,18658,36317
16.09.obj,valve_0002_lidar_classes_reconstructed.ply,ok,51.815103989313826,73.19714737897168,112.30925942759507,57.44481208070804,35210,18658,36317
16.09.obj,valve_0003_lidar_classes_reconstructed.ply,ok,53.85667189385858,77.35194256021032,137.66916143022868,59.547488483496714,51700,18658,36317
16.09.obj,valve_0004_lidar_classes_reconstructed.ply,ok,51.37623304081987,72.53624889763415,133.51426889008013,56.12078819580164,52080,18658,36317
16.09.obj,valve_0005_lidar_classes_reconstructed.ply,ok,52.06472994286976,73.6911073181034,122.87842372545539,56.98716003905602,51819,18658,36317
16.09.obj,valve_0006_lidar_classes_reconstructed.ply,ok,52.52684609014999,73.44559528183201,113.66825039182186,57.6811866111224,35374,18658,36317
16.09.obj,valve_0007_lidar_classes_reconstructed.ply,ok,50.36494762466001,69.15506384114074,110.71288314175956,54.57473218531679,33440,18658,36317
16.09.obj,valve_0008_lidar_classes_reconstructed.ply,ok,52.52196311541013,74.32153277251383,119.7098908420287,58.727456734071325,37892,18658,36317
16.09.obj,valve_0009_lidar_classes_reconstructed.ply,ok,55.8006513542169,77.69169260497948,134.75668147911253,60.697312057597586,51918,18658,36317
16.09.obj,valve_0010_lidar_classes_reconstructed.ply,ok,51.17560362391695,69.37259582270245,116.04581408770461,54.860304202252095,40525,18658,36317
16.09.obj,valve_0011_lidar_classes_reconstructed.ply,ok,50.078616851979476,70.81594029365637,118.5099890637404,54.873435910408816,36496,18658,36317
16.09.obj,valve_0012_lidar_classes_reconstructed.ply,ok,53.365450575683525,72.51478417780991,119.19947874571605,56.99921730035041,35324,18658,36317
16.09.obj,valve_0013_lidar_classes_reconstructed.ply,ok,53.61902888760815,71.04831315633339,121.44664042658047,56.481469962773765,39271,18658,36317
16.09.obj,valve_0014_lidar_classes_reconstructed.ply,ok,53.96783791690317,74.63858348896997,127.1476230236623,58.12563756841246,43266,18658,36317
16.09.obj,valve_0015_lidar_classes_reconstructed.ply,ok,51.59500368837747,72.44392003822345,131.0376287539046,55.78075220963888,51403,18658,36317
16.09.obj,valve_0016_lidar_classes_reconstructed.ply,ok,54.8798640156549,73.82036169074321,128.73571126846826,59.140226541251394,45164,18658,36317
16.09.obj,valve_0017_lidar_classes_reconstructed.ply,ok,55.05913561971455,77.98825080182506,140.46808412912216,60.29336899352455,53831,18658,36317
16.09.obj,valve_0018_lidar_classes_reconstructed.ply,ok,53.40451580087156,70.75426864746308,119.45308551182858,56.50045990018613,30582,18658,36317
16.09.obj,valve_0019_lidar_classes_reconstructed.ply,ok,54.706035165451425,77.298249292589,139.0360072505876,59.84555561903165,53469,18658,36317
16.09.obj,valve_0020_lidar_classes_reconstructed.ply,ok,55.2769154557577,75.37542307115174,124.56403101530991,59.70031113868738,43858,18658,36317
16.10.obj,valve_0001_lidar_classes_reconstructed.ply,ok,27.592181330120713,51.285743365064604,102.64268137351222,34.65210051874661,32077,104294,202777
16.10.obj,valve_0002_lidar_classes_reconstructed.ply,ok,27.778712162896532,51.94081205469024,95.78975998521389,36.21282571108574,35210,104294,202777
16.10.obj,valve_0003_lidar_classes_reconstructed.ply,ok,36.52974079292784,60.02012524535786,120.89670193344053,41.908106209424496,51700,104294,202777
16.10.obj,valve_0004_lidar_classes_reconstructed.ply,ok,31.543835572972206,56.03817026142214,118.76242574464598,37.85592105244237,52080,104294,202777
16.10.obj,valve_0005_lidar_classes_reconstructed.ply,ok,29.577909628635815,54.526912832660976,108.58566011149483,37.20784290059058,51819,104294,202777
16.10.obj,valve_0006_lidar_classes_reconstructed.ply,ok,29.541831102851976,52.456693715982105,98.6886663131022,36.816257317279046,35374,104294,202777
16.10.obj,valve_0007_lidar_classes_reconstructed.ply,ok,25.779187742428668,48.98554274061343,93.30286714368404,33.74562053123613,33440,104294,202777
